Customer Number,Offer Accepted,Reward,Mailer Type,Income Level,# Bank Accounts Open,Overdraft Protection,Credit Rating,# Credit Cards Held,# Homes Owned,Household Size,Own Your Home,Average Balance,Q1 Balance,Q2 Balance,Q3 Balance,Q4 Balance
17229,No,Cash Back,Letter,Low,3,No,High,1,1,6,No,237,26,196,285,441
17230,No,Points,Letter,Medium,2,No,Medium,1,1,5,Yes,1168.5,565,1410,1103,1596
17231,No,Air Miles,Postcard,Medium,1,Yes,Low,3,1,3,No,674.25,664,782,650,601
17232,No,Points,Postcard,Medium,1,No,High,1,1,5,Yes,1214.25,858,874,1683,1442
17233,No,Points,Postcard,Medium,1,No,Medium,2,1,4,Yes,1431,1422,1710,2083,509
17234,No,Points,Letter,High,1,No,Medium,1,1,3,No,1283.25,879,1363,1792,1099
17235,No,Cash Back,Letter,Medium,1,Yes,Low,2,1,2,No,875.75,942,637,849,1075
17236,No,Points,Letter,Medium,1,No,Medium,1,1,3,No,253.75,398,238,53,326
17237,No,Air Miles,Letter,Low,2,No,Medium,1,1,6,No,273.75,112,180,472,331
17238,No,Air Miles,Letter,Medium,1,No,High,3,1,4,Yes,1000.75,320,682,1055,1946
17239,No,Air Miles,Letter,Medium,1,Yes,Low,2,1,3,Yes,921.25,1850,1255,507,73
17240,No,Cash Back,Postcard,Medium,1,No,High,3,1,4,Yes,219.25,100,311,54,412
17241,No,Points,Letter,Medium,1,No,Medium,3,2,4,Yes,1121.25,775,1369,1691,650
17242,No,Cash Back,Letter,Medium,2,Yes,Medium,2,2,2,Yes,311,35,372,394,443
17243,No,Cash Back,Postcard,Medium,1,No,Low,3,1,2,Yes,1217.75,1337,828,1024,1682
17244,No,Points,Postcard,Medium,1,Yes,High,3,1,4,Yes,919,1638,1108,801,129
17245,No,Cash Back,Letter,Medium,2,No,Low,4,1,3,Yes,763.25,834,852,574,793
17246,No,Points,Letter,Medium,1,Yes,High,1,2,5,No,1167.75,355,822,1405,2089
17247,No,Air Miles,Postcard,High,1,No,Medium,2,1,3,No,1426.5,998,1550,1852,1306
17248,No,Points,Letter,Medium,1,Yes,High,3,1,3,No,1168,21,1796,1426,1429
17249,No,Cash Back,Letter,Medium,2,No,Medium,2,1,6,No,670.25,815,556,770,540
17250,No,Cash Back,Postcard,Low,1,No,Medium,3,1,4,Yes,1277.75,795,1240,937,2139
17251,No,Cash Back,Letter,High,1,No,High,1,1,3,Yes,1362.25,1952,1550,1014,933
17252,No,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,780,336,815,1213,756
17253,Yes,Points,Letter,High,1,No,Low,3,2,4,No,740.75,896,671,844,552
17254,No,Air Miles,Postcard,High,2,No,Medium,2,1,2,Yes,1211,1744,1593,875,632
17255,No,Cash Back,Postcard,Medium,1,No,High,3,1,2,No,1044.5,1680,1179,871,448
17256,No,Points,Postcard,Low,1,Yes,High,3,1,3,No,1059.25,1716,1265,903,353
17257,No,Points,Letter,Medium,1,No,Low,1,1,2,Yes,288.5,129,420,379,226
17258,No,Points,Letter,High,1,No,High,2,1,3,No,250.5,59,334,159,450
17259,No,Points,Letter,Medium,1,No,Low,3,1,2,No,302.5,448,187,154,421
17260,No,Points,Letter,Low,1,No,Medium,1,1,4,No,1216.5,391,1780,1930,765
17261,No,Air Miles,Postcard,High,2,No,High,2,1,3,Yes,1021.5,574,838,841,1833
17262,No,Points,Letter,Low,1,No,Medium,3,1,4,Yes,327,415,399,315,179
17263,No,Air Miles,Letter,Low,2,No,High,2,2,4,Yes,1074.25,91,1361,1162,1683
17264,No,Air Miles,Postcard,Low,1,Yes,High,2,1,3,Yes,1090.75,1741,1259,1155,208
17265,No,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,1195.5,1235,1036,1063,1448
17266,No,Points,Letter,Medium,2,No,Medium,4,1,4,Yes,349,399,458,225,314
17267,No,Air Miles,Letter,Low,2,No,Medium,2,1,4,No,1257,1443,680,1700,1205
17268,No,Points,Letter,Medium,2,No,High,2,1,2,No,985.75,1748,1323,777,95
17269,No,Cash Back,Postcard,Medium,1,No,Low,2,1,6,Yes,822.5,246,578,1099,1367
17270,No,Points,Letter,Medium,1,Yes,Medium,1,1,3,No,818.25,53,985,1136,1099
17271,No,Points,Letter,High,1,No,High,2,1,3,Yes,1140.25,1107,748,1317,1389
17272,No,Air Miles,Postcard,Low,1,No,High,1,1,5,No,770.5,521,985,843,733
17273,No,Points,Letter,High,3,No,High,3,1,5,No,1762,1855,1579,1892,1722
17274,No,Cash Back,Postcard,Medium,2,Yes,Medium,2,1,4,No,1057,667,855,1742,964
17275,No,Cash Back,Letter,Medium,1,Yes,High,1,1,3,No,1050,581,1013,1461,1145
17276,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,Yes,1127.25,1260,1498,796,955
17277,No,Points,Letter,High,1,No,Low,1,1,3,Yes,169,124,229,81,242
17278,Yes,Air Miles,Postcard,Low,2,No,Medium,1,1,3,Yes,1062.75,448,517,1647,1639
17279,No,Points,Postcard,Low,1,No,Medium,1,2,4,Yes,953.75,111,957,1159,1588
17280,No,Points,Letter,Medium,1,No,Medium,2,1,6,No,949.25,1683,1496,565,53
17281,No,Air Miles,Letter,High,1,No,High,2,1,2,Yes,1040.5,308,897,1128,1829
17282,No,Air Miles,Letter,Low,1,No,Low,1,1,6,No,995,304,714,1255,1707
17283,No,Air Miles,Letter,Low,1,Yes,Medium,2,1,4,Yes,930.5,1700,1412,543,67
17284,No,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,1209.25,864,1199,1910,864
17285,No,Points,Postcard,High,1,No,Medium,2,1,5,Yes,1081.25,1711,957,739,918
17286,No,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,1091.75,1878,1479,918,92
17287,No,Points,Postcard,High,1,Yes,Low,1,1,5,Yes,1152.5,1035,1719,1390,466
17288,No,Points,Letter,Medium,1,No,Medium,2,1,3,No,682.25,510,787,754,678
17289,No,Cash Back,Postcard,Low,2,No,Low,3,1,5,Yes,1109.25,440,634,1769,1594
17290,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,934.5,1260,919,1277,282
17291,Yes,Air Miles,Postcard,Low,1,No,Low,1,1,3,Yes,1331.75,980,681,1624,2042
17292,No,Air Miles,Postcard,High,1,No,Low,3,1,4,Yes,1164.5,72,1574,2038,974
17293,No,Points,Postcard,Medium,1,No,Low,1,1,4,Yes,835.25,842,984,957,558
17294,No,Cash Back,Postcard,High,1,No,High,2,1,3,No,383.75,353,471,443,268
17295,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,6,Yes,993.25,81,1091,1260,1541
17296,No,Air Miles,Letter,Low,1,No,Low,2,1,3,No,918,513,879,1485,795
17297,No,Cash Back,Letter,High,1,No,Medium,1,1,4,Yes,1093.25,728,850,1865,930
17298,No,Points,Letter,High,2,Yes,High,2,1,3,No,1431.5,1354,1102,1842,1428
17299,No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,1138,359,1787,1676,730
17300,No,Points,Letter,Medium,1,No,High,1,2,3,Yes,338.5,360,447,143,404
17301,No,Air Miles,Postcard,Low,1,No,Medium,3,1,3,Yes,1146.5,1713,1465,425,983
17302,No,Points,Letter,Medium,2,No,High,2,2,3,Yes,845.5,323,493,1280,1286
17303,No,Air Miles,Letter,Medium,1,No,High,2,2,3,Yes,969.25,1961,1055,586,275
17304,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,749.25,963,875,651,508
17305,No,Points,Letter,High,2,Yes,Low,3,1,3,Yes,146.25,123,135,274,53
17306,No,Points,Letter,Low,1,Yes,Low,2,2,2,Yes,1267.75,734,1708,1274,1355
17307,No,Points,Letter,Medium,1,No,Low,3,1,4,Yes,1168,80,1259,1250,2083
17308,No,Points,Letter,Low,2,No,High,2,1,3,Yes,1107.25,1830,940,1019,640
17309,No,Cash Back,Letter,Low,1,Yes,Medium,2,1,2,Yes,724,836,930,581,549
17310,No,Cash Back,Letter,Medium,1,Yes,Medium,2,2,3,Yes,1079,1965,1386,945,20
17311,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,Yes,263.5,288,266,3,497
17312,No,Cash Back,Letter,High,1,Yes,Medium,2,1,3,Yes,1238.75,809,1248,1508,1390
17313,No,Cash Back,Letter,High,2,Yes,High,1,1,4,No,1001,50,1246,1099,1609
17314,No,Air Miles,Letter,High,1,No,Low,1,1,4,No,1155.25,1993,1789,705,134
17315,No,Cash Back,Letter,High,1,No,High,2,1,3,Yes,1090.75,1626,1409,541,787
17316,No,Cash Back,Postcard,Low,1,No,Medium,2,1,5,Yes,1175.75,892,1589,1569,653
17317,No,Points,Letter,Low,1,No,Low,1,2,2,No,1276,923,1199,1779,1203
17318,No,Air Miles,Postcard,Low,1,No,Medium,2,1,3,Yes,773,583,923,778,808
17319,No,Air Miles,Postcard,Medium,1,No,High,2,1,2,Yes,980.75,1678,1099,435,711
17320,No,Air Miles,Postcard,Medium,1,No,High,3,1,3,No,933.5,248,775,896,1815
17321,No,Cash Back,Postcard,Low,1,No,Low,2,1,4,Yes,1012.5,1660,869,1225,296
17322,No,Air Miles,Letter,High,1,No,Low,2,2,3,Yes,865,853,671,986,950
17323,No,Air Miles,Letter,High,1,No,Medium,1,2,3,Yes,1386.5,1412,1178,1993,963
17324,No,Air Miles,Postcard,Medium,1,Yes,High,2,1,5,No,1195.75,1122,1614,866,1181
17325,No,Points,Postcard,High,2,No,Low,2,1,4,Yes,996.75,351,1369,1256,1011
17326,No,Cash Back,Letter,Medium,2,No,Low,1,1,3,Yes,855.5,232,840,902,1448
17327,No,Points,Letter,High,1,No,Medium,2,1,4,Yes,540,609,508,534,509
17328,No,Points,Postcard,Low,2,No,Low,1,2,2,Yes,895.25,751,958,933,939
17329,No,Points,Letter,Low,1,No,Medium,2,1,3,Yes,1243.75,2003,1239,1166,567
17330,Yes,Points,Postcard,High,1,No,Low,1,1,4,Yes,1109,477,1242,1776,941
17331,No,Air Miles,Letter,Medium,2,No,Medium,2,1,2,No,679,675,532,547,962
17332,No,Points,Postcard,Medium,2,No,Medium,3,1,3,No,235.5,495,168,98,181
17333,No,Air Miles,Postcard,Medium,1,No,High,3,2,4,Yes,1106.5,291,1353,1041,1741
17334,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,No,989.25,267,1544,1215,931
17335,No,Points,Letter,Low,1,No,Low,1,1,2,Yes,1143,505,1210,2074,783
17336,Yes,Points,Postcard,Medium,2,No,Low,3,1,4,No,1155.75,548,734,1695,1646
17337,No,Air Miles,Letter,High,1,No,Low,3,2,4,Yes,1123.75,486,1610,1845,554
17338,No,Cash Back,Letter,Medium,2,Yes,High,2,1,3,Yes,948.75,1664,1082,849,200
17339,No,Air Miles,Letter,Low,1,No,Low,1,1,5,Yes,952.5,1707,1197,896,10
17340,No,Cash Back,Postcard,Medium,1,No,High,3,1,4,No,1131.25,744,1117,1730,934
17341,No,Cash Back,Letter,Low,2,No,High,1,1,6,Yes,118,182,121,80,89
17342,No,Points,Letter,Medium,2,No,Low,1,1,3,Yes,979.75,667,887,1805,560
17343,No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,Yes,746.75,849,658,602,878
17344,No,Points,Postcard,Medium,1,No,Medium,2,1,4,Yes,937.25,1738,1039,817,155
17345,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,1355.25,738,1624,1738,1321
17346,No,Points,Postcard,Medium,2,No,Low,1,1,4,No,1263.5,849,1468,1435,1302
17347,No,Points,Letter,Medium,2,No,High,1,1,3,No,1023.5,287,529,1525,1753
17348,No,Air Miles,Postcard,Medium,1,No,Low,1,1,6,Yes,747.25,576,774,986,653
17349,No,Points,Letter,Low,1,No,Medium,1,1,3,No,197,212,345,90,141
17350,Yes,Points,Letter,Low,2,No,Low,1,1,6,Yes,1263,757,1524,1427,1344
17351,No,Air Miles,Letter,Medium,2,Yes,High,1,1,4,Yes,1046,1297,1357,832,698
17352,No,Points,Postcard,High,1,No,Medium,3,1,4,Yes,937.25,399,824,995,1531
17353,No,Air Miles,Postcard,High,1,No,Medium,1,1,4,Yes,1306.5,1033,1202,1522,1469
17354,No,Cash Back,Postcard,High,2,No,Medium,3,1,4,No,1445,801,1172,2285,1522
17355,No,Cash Back,Letter,Medium,1,Yes,High,2,1,3,No,1024.5,13,1080,2028,977
17356,No,Points,Postcard,High,1,No,Medium,1,1,4,Yes,1108.5,898,1312,827,1397
17357,No,Cash Back,Postcard,Medium,1,No,High,2,2,4,No,1198.25,945,1780,1088,980
17358,No,Cash Back,Letter,High,2,No,Low,2,1,2,Yes,918.25,51,1619,1209,794
17359,No,Points,Letter,Low,1,No,Low,1,1,4,Yes,226.75,149,481,211,66
17360,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,1088.75,100,1092,2175,988
17361,No,Points,Postcard,Medium,1,No,Low,2,1,4,Yes,292.5,351,208,410,201
17362,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,1759.25,1731,1748,1625,1933
17363,No,Cash Back,Letter,Medium,1,Yes,Low,1,2,3,Yes,1162,804,1045,2265,534
17364,Yes,Points,Postcard,Medium,1,No,Low,2,2,4,Yes,1052.75,1997,990,467,757
17365,No,Cash Back,Postcard,Medium,2,No,Medium,3,1,3,No,1301.25,407,1717,2166,915
17366,No,Cash Back,Postcard,Medium,2,No,Medium,2,1,4,Yes,1070.25,391,1071,2182,637
17367,No,Points,Postcard,Medium,2,No,High,1,1,1,Yes,1216,946,1230,882,1806
17368,No,Air Miles,Letter,Low,2,No,High,1,2,3,Yes,896.5,1596,1009,520,461
17369,No,Air Miles,Letter,Medium,1,No,High,4,2,4,Yes,1224,1440,885,1624,947
17370,No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,1326.75,2046,1437,1342,482
17371,No,Cash Back,Letter,High,1,No,High,1,1,4,Yes,1318.75,480,1751,1319,1725
17372,No,Points,Postcard,Medium,2,No,Medium,2,1,4,Yes,628.25,508,850,520,635
17373,No,Air Miles,Postcard,High,1,No,High,3,1,4,Yes,1509.75,1311,1480,1468,1780
17374,No,Points,Postcard,High,1,No,Medium,3,1,4,Yes,1073.75,1856,1225,758,456
17375,No,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,762,797,656,832,763
17376,No,Cash Back,Postcard,Medium,2,No,Low,2,1,1,Yes,838.5,823,843,727,961
17377,No,Points,Postcard,High,1,No,High,3,1,4,Yes,1299.75,1342,1496,1327,1034
17378,No,Air Miles,Postcard,Medium,1,No,Low,3,1,3,Yes,1116.5,1747,1797,625,297
17379,No,Cash Back,Postcard,Low,1,Yes,High,1,1,3,Yes,1065,980,1041,961,1278
17380,No,Points,Postcard,Medium,1,No,Medium,3,1,3,Yes,856.5,267,586,1365,1208
17381,No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,897.25,135,1165,1668,621
17382,No,Points,Postcard,High,1,No,Low,2,2,4,Yes,1499.5,1177,1485,1890,1446
17383,No,Air Miles,Postcard,Medium,1,Yes,Low,1,1,5,Yes,969.5,1524,1174,683,497
17384,No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,1319,721,1042,2277,1236
17385,No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,3,Yes,1297,948,1792,990,1458
17386,No,Cash Back,Postcard,High,1,No,Low,1,2,3,Yes,616,647,715,573,529
17387,No,Cash Back,Postcard,Medium,1,No,Low,2,2,5,Yes,1302.75,908,785,2139,1379
17388,No,Air Miles,Letter,Low,1,No,High,1,1,5,Yes,777.5,548,906,945,711
17389,No,Air Miles,Letter,Low,1,No,Medium,2,1,4,Yes,1062.25,928,811,1411,1099
17390,No,Cash Back,Postcard,Medium,1,No,High,2,1,3,Yes,1200,473,1267,1287,1773
17391,No,Air Miles,Postcard,Medium,1,No,High,2,2,4,Yes,1121.5,1524,1672,875,415
17392,No,Cash Back,Postcard,Medium,1,Yes,Medium,1,1,6,No,1115.5,340,439,1829,1854
17393,No,Cash Back,Letter,High,1,Yes,Low,2,1,4,No,1105.25,1939,1171,962,349
17394,No,Air Miles,Letter,Medium,1,No,Medium,3,2,4,Yes,707.5,761,880,684,505
17395,No,Cash Back,Letter,Medium,2,No,Low,2,1,4,Yes,658.75,881,552,698,504
17396,No,Points,Postcard,High,1,No,Medium,3,1,4,Yes,153.5,460,22,41,91
17397,No,Cash Back,Letter,Medium,1,No,High,2,1,2,Yes,1149.75,2125,1649,611,214
17398,No,Air Miles,Letter,Medium,1,Yes,Medium,1,1,4,Yes,1001.25,455,581,1693,1276
17399,No,Air Miles,Postcard,Medium,2,Yes,Low,1,1,4,No,1020,1895,1152,914,119
17400,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,785,927,774,576,863
17401,No,Air Miles,Letter,High,2,No,High,2,1,4,Yes,1130,806,1216,1336,1162
17402,No,Air Miles,Letter,Low,1,No,Low,1,1,3,Yes,1016.5,954,929,1714,469
17403,No,Air Miles,Letter,Low,1,No,High,3,1,4,Yes,1694,1974,1569,1510,1723
17404,No,Points,Postcard,Medium,1,Yes,High,1,1,3,No,980.25,936,824,1258,903
17405,No,Points,Postcard,Medium,2,No,Low,2,1,3,No,1191.75,2045,825,1279,618
17406,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,Yes,1033.25,1667,1364,631,471
17407,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,1,No,727.5,820,829,712,549
17408,No,Cash Back,Letter,Low,1,Yes,Medium,1,1,3,Yes,1310.5,791,1415,2018,1018
17409,No,Cash Back,Postcard,Low,1,No,Medium,4,1,2,Yes,769.25,925,822,686,644
17410,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,No,793.25,2,926,1558,687
17411,No,Air Miles,Postcard,Medium,1,No,High,1,1,3,No,1237.75,1301,1433,1320,897
17412,Yes,Air Miles,Postcard,High,1,No,High,2,1,2,Yes,1147,434,972,1048,2134
17413,No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,1076.5,34,1046,2045,1181
17414,No,Cash Back,Postcard,Medium,1,No,High,2,1,1,Yes,1342.25,812,1514,1989,1054
17415,No,Points,Letter,Medium,2,No,Medium,1,1,2,No,1127,293,945,1729,1541
17416,No,Cash Back,Letter,Medium,2,No,Medium,3,1,5,No,1087.75,2147,1001,1051,152
17417,No,Air Miles,Postcard,Medium,1,No,Low,3,1,4,Yes,992.25,38,1048,1267,1616
17418,No,Air Miles,Letter,Low,1,No,Low,2,1,3,No,1153.75,606,638,1607,1764
17419,No,Air Miles,Postcard,Medium,2,No,Medium,2,1,5,Yes,900.5,1835,1056,590,121
17420,No,Points,Postcard,Low,2,No,High,1,2,3,Yes,984,1416,1055,551,914
17421,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,1110.25,1320,1779,1073,269
17422,No,Points,Letter,Medium,1,No,High,3,1,4,Yes,1190.25,1977,1285,1381,118
17423,No,Cash Back,Postcard,Low,1,No,Low,2,1,3,Yes,1278.5,1723,1468,1317,606
17424,No,Air Miles,Postcard,Medium,2,No,High,1,1,5,Yes,978.5,284,736,1676,1218
17425,No,Cash Back,Letter,Medium,1,No,High,1,1,3,Yes,1088.75,1745,1234,961,415
17426,No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,No,876.5,408,568,1205,1325
17427,No,Air Miles,Letter,Low,1,No,High,2,1,2,No,1696.25,1933,1655,1613,1584
17428,No,Points,Letter,Medium,1,No,Low,1,1,3,Yes,1316,964,1010,2154,1136
17429,No,Air Miles,Letter,High,1,No,High,2,1,3,Yes,947,573,806,1641,768
17430,No,Points,Postcard,Medium,1,No,Medium,2,1,3,No,971.75,1227,813,1211,636
17431,Yes,Air Miles,Postcard,High,1,No,Medium,3,1,2,Yes,1027.5,895,918,1811,486
17432,No,Cash Back,Postcard,Low,1,No,High,2,2,3,Yes,1150.75,1474,1738,687,704
17433,No,Points,Postcard,Medium,1,No,Low,3,1,2,No,1125,473,704,1301,2022
17434,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,No,909.75,1519,1060,787,273
17435,No,Air Miles,Letter,Medium,2,No,Medium,2,3,4,No,1059,1856,1381,821,178
17436,No,Cash Back,Postcard,High,2,No,Medium,1,2,3,Yes,1178.5,1683,1715,693,623
17437,No,Cash Back,Letter,Medium,1,Yes,Low,1,1,2,Yes,878.25,987,871,958,697
17438,No,Air Miles,Letter,Medium,1,No,Low,2,2,4,Yes,865.25,226,1334,1341,560
17439,No,Points,Letter,Medium,1,No,Medium,1,1,4,No,1467.25,1254,1592,1309,1714
17440,No,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,946.5,49,1537,1217,983
17441,No,Cash Back,Letter,High,1,No,Medium,1,1,3,No,863.25,933,980,785,755
17442,No,Cash Back,Letter,Low,1,Yes,Medium,3,2,4,No,1018.75,1974,1127,533,441
17443,No,Points,Postcard,Low,2,No,Low,3,2,4,Yes,1707.75,1549,1756,1966,1560
17444,No,Points,Postcard,Medium,1,No,High,2,1,5,No,288.25,224,426,114,389
17445,No,Cash Back,Postcard,Medium,1,No,Low,3,1,3,Yes,1172.25,1899,990,1351,449
17446,No,Air Miles,Postcard,High,2,No,High,3,1,4,No,910,1737,1012,857,34
17447,No,Points,Postcard,High,1,No,High,2,1,5,Yes,942.25,1604,1137,555,473
17448,No,Cash Back,Letter,High,1,No,Medium,2,2,4,Yes,971.5,1410,1294,429,753
17449,Yes,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,Yes,791.75,864,952,573,778
17450,No,Cash Back,Postcard,Low,2,Yes,High,2,2,3,Yes,1123.5,70,1162,2029,1233
17451,No,Air Miles,Letter,Low,1,No,High,1,1,5,Yes,1299,126,1124,2269,1677
17452,No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,5,No,662.75,679,726,601,645
17453,No,Air Miles,Postcard,High,1,No,High,2,1,5,Yes,889.75,658,620,1258,1023
17454,No,Cash Back,Letter,Low,1,No,Medium,1,1,2,Yes,1254.75,281,1310,1641,1787
17455,No,Points,Letter,Medium,2,No,Low,2,1,5,Yes,1231.75,36,1615,2111,1165
17456,No,Cash Back,Letter,Medium,1,No,Low,3,2,5,No,1792.5,1643,1802,1968,1757
17457,No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,Yes,1365.5,790,1610,1862,1200
17458,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,2,Yes,1136.75,1657,1306,1376,208
17459,No,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,840.75,718,881,817,947
17460,No,Cash Back,Letter,High,1,No,Low,1,1,3,No,1259.75,2175,1700,851,313
17461,No,Points,Letter,Low,1,No,High,1,2,5,Yes,1276,464,1385,1540,1715
17462,No,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,1054.25,1676,1162,826,553
17463,No,Cash Back,Postcard,Medium,1,No,High,3,1,4,No,939,1674,1172,715,195
17464,No,Points,Letter,Low,2,No,Medium,3,2,4,No,1044,32,1727,1983,434
17465,No,Air Miles,Postcard,Medium,1,Yes,Medium,3,1,3,Yes,1196.75,411,1464,1787,1125
17466,No,Cash Back,Postcard,Low,1,No,Low,1,1,2,No,973.5,1886,1209,658,141
17467,No,Points,Postcard,Low,1,No,Medium,3,1,5,Yes,1710.25,1808,1556,1586,1891
17468,No,Cash Back,Postcard,Medium,1,No,High,3,1,4,No,291.25,349,462,154,200
17469,No,Cash Back,Postcard,High,1,No,High,1,1,4,No,1016.25,881,1082,1455,647
17470,No,Cash Back,Postcard,Medium,1,No,High,2,1,5,No,1121.5,115,1613,2169,589
17471,No,Air Miles,Postcard,Low,2,No,Low,2,1,3,No,1039.75,668,508,1473,1510
17472,No,Cash Back,Postcard,Low,1,No,Medium,1,1,5,Yes,377.25,376,238,500,395
17473,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,No,1097.75,689,1206,1960,536
17474,No,Points,Postcard,Low,1,No,High,1,1,4,No,1391.5,1968,1702,1200,696
17475,No,Air Miles,Letter,Medium,2,No,High,2,1,2,No,996,1728,1479,513,264
17476,No,Cash Back,Letter,Low,1,No,High,1,1,3,Yes,1004.5,1892,1293,600,233
17477,Yes,Cash Back,Postcard,High,2,No,Low,1,1,3,Yes,899.75,933,919,903,844
17478,Yes,Air Miles,Postcard,Low,2,No,High,2,1,3,No,1122.25,428,570,1759,1732
17479,No,Points,Postcard,Medium,1,Yes,High,2,1,2,Yes,667,648,610,702,708
17480,No,Points,Postcard,Medium,1,No,Low,1,1,4,Yes,1157.75,721,1579,1916,415
17481,No,Points,Letter,Medium,2,No,Medium,1,2,4,Yes,1297.5,1218,681,1470,1821
17482,No,Air Miles,Letter,Low,1,No,High,2,2,4,Yes,797,341,1081,1324,442
17483,No,Points,Postcard,Medium,1,No,Medium,3,1,3,Yes,1210,867,1263,1515,1195
17484,No,Cash Back,Letter,Medium,1,No,Low,3,1,4,Yes,186.5,39,294,70,343
17485,No,Points,Postcard,Low,1,No,High,3,1,5,No,276,497,331,106,170
17486,No,Points,Postcard,Medium,2,No,Low,3,1,3,Yes,1070.25,1081,1267,1438,495
17487,No,Air Miles,Letter,Low,1,No,Low,2,1,5,No,236.5,301,6,318,321
17488,No,Points,Postcard,High,1,No,Medium,3,1,4,No,1081.5,1843,1436,613,434
17489,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,963.25,1604,1051,700,498
17490,No,Air Miles,Letter,Medium,1,No,High,2,1,2,Yes,1056.5,1332,837,1127,930
17491,No,Points,Postcard,Medium,1,No,High,3,1,5,No,183,196,239,117,180
17492,No,Cash Back,Postcard,Low,2,No,Low,1,1,3,Yes,1145.25,859,1470,1327,925
17493,No,Points,Letter,High,1,Yes,High,2,2,2,Yes,1197.75,1277,881,867,1766
17494,No,Cash Back,Letter,Medium,2,No,High,2,1,3,No,1138.25,1402,473,2194,484
17495,No,Cash Back,Postcard,Medium,2,No,Medium,1,1,1,No,1160,1042,974,805,1819
17496,No,Cash Back,Letter,Medium,2,Yes,Medium,2,1,4,Yes,879.75,1713,1102,531,173
17497,No,Cash Back,Letter,Low,1,No,High,3,2,2,Yes,949.75,1718,1128,835,118
17498,No,Points,Postcard,Low,1,No,High,3,2,4,No,888.75,1567,1070,548,370
17499,No,Points,Letter,Low,1,No,High,1,1,4,No,327.25,246,412,261,390
17500,No,Air Miles,Postcard,Low,2,No,High,1,1,3,Yes,1064.25,60,1193,1085,1919
17501,Yes,Points,Postcard,Low,2,No,Low,1,1,2,No,1126,1943,1071,469,1021
17502,No,Cash Back,Postcard,Medium,1,No,Low,4,1,3,No,1095.75,497,583,1420,1883
17503,No,Points,Postcard,Medium,1,No,Low,2,1,2,Yes,879,591,457,967,1501
17504,No,Air Miles,Letter,Medium,2,No,Low,1,1,3,No,762.25,630,800,968,651
17505,No,Air Miles,Postcard,High,1,No,High,2,1,4,No,969.5,105,1606,1548,619
17506,No,Cash Back,Postcard,High,2,No,Low,2,2,5,No,1248.5,950,936,1967,1141
17507,No,Cash Back,Letter,Low,1,No,Low,2,1,3,No,1443.5,1475,1124,1747,1428
17508,No,Points,Letter,Medium,2,No,Medium,3,1,5,Yes,1087.25,504,1203,1380,1262
17509,Yes,Air Miles,Letter,Medium,1,No,Low,1,3,4,Yes,1159.75,384,1786,1597,872
17510,No,Cash Back,Letter,Medium,1,Yes,Medium,1,1,3,Yes,1313.5,583,1126,2269,1276
17511,No,Air Miles,Postcard,Low,1,No,High,4,1,3,No,1356,791,1242,2059,1332
17512,No,Cash Back,Postcard,High,2,Yes,High,1,1,5,No,1109.75,797,614,1423,1605
17513,No,Points,Postcard,High,2,Yes,Medium,2,1,3,Yes,268,360,25,423,264
17514,No,Air Miles,Letter,High,1,No,Low,1,1,2,No,992.75,1784,1112,590,485
